method,method_family,filter_variant,dataset,source_model,scenario,evaluation,k,requirements_total,requirements_with_ground_truth,ground_truth_links_total,correctly_retrieved_links,requirement_hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,10,36,36,185,28,0.4166666666666667,0.07777777777777778,0.2857969576719577,0.09273868832692361,0.133586860670194,0.16256613756613755
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,10,36,33,171,27,0.42424242424242425,0.08181818181818182,0.30167748917748916,0.0965074735128211,0.1437109187109187,0.1712842712842713
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,10,36,30,92,15,0.36666666666666664,0.05,0.3111111111111111,0.08088578088578088,0.12062169312169312,0.14170634920634922
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,20,36,30,172,52,0.8,0.08666666666666667,0.6546599696599696,0.1391040878853906,0.21985576932759227,0.45594226579520697
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,20,36,1,1,1,1.0,0.05,1.0,0.09523809523809523,0.16666666666666666,0.16666666666666666
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,20,36,30,171,52,0.8,0.08666666666666667,0.6546599696599696,0.1391040878853906,0.22132041579223874,0.45594226579520697
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,20,36,30,264,38,0.6,0.06333333333333334,0.4091842879342879,0.1018056118499411,0.10569252047354473,0.24841701326995444
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,20,36,36,357,48,0.6111111111111112,0.06666666666666667,0.3821344110682346,0.10088960894311672,0.09858390995065401,0.2309239099680276
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,20,36,36,185,43,0.5277777777777778,0.05972222222222222,0.3540591931216931,0.07865365891935941,0.1372371154033413,0.1691894496590059
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,20,36,33,171,42,0.5454545454545454,0.06363636363636364,0.3819173881673882,0.08337505367808398,0.1480160396162718,0.17850970265830948
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,20,36,30,92,25,0.4666666666666667,0.041666666666666664,0.3630952380952381,0.06749603523154249,0.12816506646518258,0.14829676314970433
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,30,36,30,172,67,0.9,0.07444444444444445,0.807024642024642,0.12567915493117582,0.23331500283887668,0.45999870318497765
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,30,36,1,1,1,1.0,0.03333333333333333,1.0,0.06451612903225806,0.16666666666666666,0.16666666666666666
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,30,36,30,171,67,0.9,0.07444444444444445,0.807024642024642,0.12567915493117582,0.23477964930352313,0.45999870318497765
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,30,36,30,264,43,0.6,0.04777777777777778,0.4322993672993673,0.08089739671832095,0.1085388359915979,0.24841701326995444
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,30,36,36,357,61,0.6388888888888888,0.05648148148148148,0.42223031053913407,0.08894825063315698,0.10215021832118404,0.23213163943662662
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,30,36,36,185,65,0.6111111111111112,0.06018518518518518,0.4686177248677248,0.08622476031750226,0.14464222789902384,0.17276689073644697
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,30,36,33,171,63,0.6060606060606061,0.06363636363636364,0.47730880230880235,0.09042018558147591,0.15476503373679687,0.181034955183562
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,30,36,30,92,34,0.5666666666666667,0.03777777777777778,0.45952380952380956,0.0645833694102195,0.13629563805408748,0.15258969244263362
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,40,36,30,172,71,0.9,0.05916666666666667,0.8345887445887445,0.1036897499116585,0.23585071712459096,0.45999870318497765
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,40,36,1,1,1,1.0,0.025,1.0,0.04878048780487806,0.16666666666666666,0.16666666666666666
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,40,36,30,171,71,0.9,0.05916666666666667,0.8345887445887445,0.1036897499116585,0.23731536358923744,0.45999870318497765
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,40,36,30,264,59,0.7,0.04916666666666667,0.498980463980464,0.08499423902260274,0.11216507064800375,0.2511589487538254
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,40,36,36,357,81,0.7222222222222222,0.056249999999999994,0.5000403436432849,0.08994963090823847,0.10733983797819519,0.2344165856731858
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,40,36,36,185,72,0.6666666666666666,0.05,0.5299933862433863,0.07756723415195636,0.1470066170688381,0.17427279224234848
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,40,36,33,171,68,0.6666666666666666,0.051515151515151514,0.5543650793650793,0.07907228778147755,0.15692227263631767,0.18267775682636364
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,40,36,30,92,38,0.6333333333333333,0.03166666666666667,0.5150793650793651,0.0564158942708562,0.13856702407547353,0.1543967742497154
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,50,36,30,172,72,0.9,0.048,0.8368109668109668,0.08595529302044755,0.23594142007243676,0.45999870318497765
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,50,36,1,1,1,1.0,0.02,1.0,0.0392156862745098,0.16666666666666666,0.16666666666666666
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,50,36,30,171,72,0.9,0.048,0.8368109668109668,0.08595529302044755,0.23740606653708324,0.45999870318497765
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,50,36,30,264,71,0.7666666666666667,0.04733333333333333,0.5576709401709402,0.0828727332590465,0.11469958311945384,0.2525626130564259
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,50,36,36,357,105,0.7777777777777778,0.058333333333333334,0.55347267111973,0.09355974109854798,0.11276004523766213,0.23558630592535282
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,50,36,36,185,77,0.6944444444444444,0.042777777777777776,0.5934854497354497,0.06966477418788287,0.14938719277641901,0.17483968566638478
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,50,36,33,171,70,0.6666666666666666,0.04242424242424243,0.5745670995670995,0.06808658719891413,0.15784991642110432,0.18267775682636364
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,50,36,30,92,43,0.6666666666666666,0.028666666666666667,0.5912698412698413,0.052295406569912606,0.14142371492457062,0.15507704635855898
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,1,30,30,137,18,0.6,0.6,0.4417338217338217,0.48873069425701005,0.6,0.6
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,1,30,7,32,6,0.8571428571428571,0.8571428571428571,0.6761904761904762,0.7523809523809524,0.8571428571428571,0.8571428571428571
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,1,30,30,105,18,0.6,0.6,0.436019536019536,0.48253411306042887,0.6,0.6
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,1,30,30,200,2,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.04444444444444444,0.06666666666666667,0.06666666666666667
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,1,30,30,243,2,0.06666666666666667,0.06666666666666667,0.020833333333333332,0.029629629629629627,0.06666666666666667,0.06666666666666667
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,1,30,30,106,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,1,30,27,83,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,1,30,30,63,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,5,30,30,137,32,0.7666666666666667,0.21333333333333335,0.6406798756798757,0.29895910889205907,0.36944444444444446,0.6472222222222223
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,5,30,7,32,6,0.8571428571428571,0.17142857142857146,0.6761904761904762,0.27267399267399267,0.17857142857142858,0.8571428571428571
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,5,30,30,105,32,0.7666666666666667,0.21333333333333335,0.6349655899655899,0.29779651772946797,0.40166666666666667,0.6472222222222223
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,5,30,30,200,26,0.5666666666666667,0.17333333333333334,0.32758547008547007,0.2081160228696689,0.11983333333333332,0.23444444444444443
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,5,30,30,243,27,0.6,0.18000000000000002,0.28496642246642245,0.19764636582106448,0.10497222222222222,0.2511111111111111
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,5,30,30,106,15,0.36666666666666664,0.1,0.22174603174603175,0.11990620490620492,0.08711111111111111,0.1272222222222222
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,5,30,27,83,9,0.2962962962962963,0.06666666666666667,0.21419753086419752,0.09544385655496768,0.07530864197530864,0.09938271604938273
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,5,30,30,63,14,0.3333333333333333,0.09333333333333334,0.3,0.12982202982202984,0.10486111111111111,0.11055555555555555
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,10,30,30,137,39,0.8333333333333334,0.13,0.7410722610722611,0.21182906811200644,0.3566820987654321,0.6583333333333333
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,10,30,7,32,6,0.8571428571428571,0.08571428571428573,0.6761904761904762,0.151853943158291,0.16904761904761906,0.8571428571428571
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,10,30,30,105,39,0.8333333333333334,0.13,0.7353579753579754,0.21143665786884994,0.4038778659611993,0.6583333333333333
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,10,30,30,200,40,0.7,0.13333333333333333,0.46584859584859584,0.19080605138139387,0.1369503968253968,0.2542857142857143
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,10,30,30,243,45,0.7333333333333333,0.15,0.4324623524623525,0.20014165941265408,0.12026278659611993,0.27095238095238094
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,10,30,30,106,27,0.5,0.09000000000000001,0.37952380952380954,0.13211275652452123,0.12094356261022927,0.14527777777777778
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,10,30,27,83,18,0.4444444444444444,0.06666666666666667,0.3771604938271605,0.10765407432074099,0.10590094062316284,0.11944444444444445
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,10,30,30,63,22,0.4666666666666667,0.07333333333333333,0.4305555555555555,0.1170149295149295,0.13047619047619047,0.1292063492063492
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,20,30,30,137,47,0.9,0.07833333333333334,0.8005194805194804,0.13638241619859448,0.36280245802433625,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,20,30,7,32,7,1.0,0.05,0.819047619047619,0.094125091897224,0.17656641604010023,0.8646616541353384
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,20,30,30,105,46,0.9,0.07666666666666667,0.7923809523809524,0.13425931817506465,0.4095758591444866,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,20,30,30,200,60,0.8333333333333334,0.1,0.6328663003663004,0.1620467277609517,0.15972595683045449,0.26497594997595
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,20,30,30,243,67,0.8333333333333334,0.11166666666666666,0.5984350834350834,0.17406668080299526,0.1446818225925638,0.27861231361231364
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,20,30,30,106,41,0.8,0.06833333333333333,0.5834920634920634,0.11568887580481783,0.145676607343274,0.17022727272727273
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,20,30,27,83,23,0.5185185185185185,0.0425925925925926,0.45432098765432094,0.07504656374221591,0.11731134092245205,0.12617845117845117
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,20,30,30,63,34,0.8,0.05666666666666667,0.6555555555555556,0.10044013957057435,0.15407888407888407,0.15718614718614718
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,30,30,30,137,55,0.9,0.06111111111111111,0.8358730158730159,0.10868467428078764,0.3688135726061655,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,30,30,7,32,7,1.0,0.03333333333333333,0.819047619047619,0.06400234072123473,0.17656641604010023,0.8646616541353384
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,30,30,30,105,54,0.9,0.060000000000000005,0.8301587301587302,0.10734798947686025,0.41523139650604596,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,30,30,30,200,65,0.8333333333333334,0.07222222222222222,0.6814774114774115,0.1253792527646411,0.16277555937406002,0.26497594997595
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,30,30,30,243,72,0.8333333333333334,0.08,0.6345726495726496,0.13522671090936036,0.1474206347641596,0.27861231361231364
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,30,30,30,106,41,0.8,0.04555555555555556,0.5834920634920634,0.0811399679948067,0.145676607343274,0.17022727272727273
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,30,30,27,83,23,0.5185185185185185,0.02839506172839506,0.45432098765432094,0.05203899125994846,0.11731134092245205,0.12617845117845117
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,30,30,30,63,34,0.8,0.03777777777777778,0.6555555555555556,0.06951224771433501,0.15407888407888407,0.15718614718614718
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,40,30,30,137,58,0.9,0.04833333333333333,0.8501587301587301,0.08800371192673064,0.37084771959829566,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,40,30,7,32,7,1.0,0.025,0.819047619047619,0.048485866176139474,0.17656641604010023,0.8646616541353384
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,40,30,30,105,57,0.9,0.0475,0.8444444444444444,0.08688361265236764,0.41726554349817613,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,40,30,30,200,74,0.8666666666666667,0.06166666666666667,0.709940984940985,0.11012350806757644,0.16482691657185186,0.2659018759018759
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,40,30,30,243,81,0.8666666666666667,0.06749999999999999,0.6616704822954823,0.11814118885955015,0.14940684112563124,0.27953823953823953
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,40,30,30,106,43,0.8666666666666667,0.035833333333333335,0.5934126984126984,0.06512822439110118,0.14594592427925762,0.17205409955409953
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,40,30,27,83,24,0.5555555555555556,0.022222222222222223,0.4635802469135802,0.041527848540762954,0.11756159117270228,0.12717945217945217
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,40,30,30,63,35,0.8333333333333334,0.029166666666666667,0.6592592592592593,0.054530761342625654,0.15418176473732031,0.15811207311207312
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_all,50,30,30,137,58,0.9,0.03866666666666666,0.8501587301587301,0.07164014637168249,0.37084771959829566,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_orphan,50,30,7,32,7,1.0,0.02,0.819047619047619,0.039024920884764044,0.17656641604010023,0.8646616541353384
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,50,30,30,105,57,0.9,0.038,0.8444444444444444,0.07067789106614622,0.41726554349817613,0.6628582202111614
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,50,30,30,200,77,0.9,0.051333333333333335,0.7345441595441595,0.09359816709655129,0.16600038684900179,0.26661109576003195
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,50,30,30,243,85,0.9,0.056666666666666664,0.6829403235653236,0.10162142439148715,0.15066442817665548,0.2803134333366891
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_all_resolved,50,30,30,106,44,0.8666666666666667,0.029333333333333333,0.6017460317460317,0.05427058845499822,0.14635242834429826,0.17205409955409953
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,50,30,27,83,25,0.5555555555555556,0.018518518518518517,0.4728395061728395,0.035028021721818736,0.11801326235608078,0.12717945217945217
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,50,30,30,63,36,0.8666666666666667,0.024,0.6925925925925926,0.04549334171379983,0.1549947728674016,0.1589250812421544
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,1,30,27,196,14,0.5185185185185185,0.5185185185185185,0.41613756613756614,0.4427547760881094,0.5185185185185185,0.5185185185185185
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,1,30,7,13,7,1.0,1.0,1.0,1.0,1.0,1.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,1,30,27,183,14,0.5185185185185185,0.5185185185185185,0.40617283950617283,0.43586125808348036,0.5185185185185185,0.5185185185185185
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,1,30,27,281,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,1,30,30,353,1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,1,30,30,157,1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,1,30,30,150,1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,1,30,27,85,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,5,30,27,196,25,0.6666666666666666,0.18518518518518517,0.5586894586894586,0.2474349847771324,0.21993827160493828,0.5709876543209876
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,5,30,7,13,7,1.0,0.2,1.0,0.33333333333333337,0.5714285714285714,1.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,5,30,27,183,25,0.6666666666666666,0.18518518518518517,0.5487247320580654,0.24642284310222273,0.22549382716049382,0.5709876543209876
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,5,30,27,281,7,0.18518518518518517,0.05185185185185186,0.09614197530864198,0.06338784672118006,0.02934156378600823,0.05493827160493828
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,5,30,30,353,8,0.2,0.05333333333333334,0.10723856209150327,0.06362026862026862,0.0564074074074074,0.08277777777777778
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,5,30,30,157,5,0.16666666666666666,0.03333333333333333,0.125,0.05026455026455027,0.0625,0.07166666666666667
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,5,30,30,150,4,0.13333333333333333,0.02666666666666667,0.11666666666666667,0.04285714285714286,0.06083333333333333,0.065
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,5,30,27,85,4,0.14814814814814814,0.02962962962962963,0.10493827160493828,0.044532627865961204,0.033024691358024695,0.04259259259259259
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,10,30,27,196,33,0.7407407407407407,0.12222222222222223,0.6496608329941663,0.18389565304666203,0.20011071918479326,0.581275720164609
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,10,30,7,13,7,1.0,0.1,1.0,0.18181818181818182,0.5714285714285714,1.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,10,30,27,183,33,0.7407407407407407,0.12222222222222223,0.6414597747931081,0.18358161903623363,0.21654223006074858,0.581275720164609
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,10,30,27,281,19,0.48148148148148145,0.07037037037037037,0.28470819304152634,0.10079228785847584,0.03809670781893004,0.10432098765432098
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,10,30,30,353,23,0.5,0.07666666666666667,0.27434419811354793,0.10187915777290105,0.0660462962962963,0.1313888888888889
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,10,30,30,157,15,0.26666666666666666,0.05,0.22222222222222224,0.07764457764457763,0.08532407407407408,0.08833333333333333
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,10,30,30,150,13,0.26666666666666666,0.043333333333333335,0.23055555555555557,0.06941946941946942,0.08413580246913581,0.08583333333333334
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,10,30,27,85,11,0.25925925925925924,0.040740740740740744,0.19753086419753085,0.06569973236639903,0.05126886145404664,0.059567901234567906
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,20,30,27,196,44,0.8888888888888888,0.08148148148148149,0.7867430922986478,0.13557163430679925,0.19903425508058004,0.5928929609485165
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,20,30,7,13,7,1.0,0.05,1.0,0.09523809523809523,0.5714285714285714,1.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,20,30,27,183,44,0.8888888888888888,0.08148148148148149,0.7785420340975897,0.13547720138747582,0.21546576595653535,0.5928929609485165
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,20,30,27,281,30,0.5925925925925926,0.05555555555555555,0.35096333707444816,0.08909180758802428,0.043755127038509097,0.1119047619047619
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,20,30,30,353,35,0.6,0.058333333333333334,0.36626072585824904,0.09110197883834373,0.07275289305494413,0.13805555555555554
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,20,30,30,157,20,0.36666666666666664,0.03333333333333333,0.33888888888888885,0.05868310433527825,0.098001813001813,0.09520299145299145
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,20,30,30,150,18,0.36666666666666664,0.030000000000000002,0.35,0.05364514712340799,0.09681354139687473,0.09270299145299146
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,20,30,27,85,15,0.3333333333333333,0.027777777777777776,0.2962962962962963,0.04982886142306432,0.06250623519142039,0.06435185185185185
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,30,30,27,196,51,0.9629629629629629,0.06296296296296296,0.8713064713064712,0.10924650494555548,0.2017172018571546,0.5956364451734822
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,30,30,7,13,7,1.0,0.03333333333333333,1.0,0.06451612903225806,0.5714285714285714,1.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,30,30,27,183,51,0.9629629629629629,0.06296296296296296,0.8631054131054131,0.10920157832437785,0.21814871273310993,0.5956364451734822
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,30,30,27,281,40,0.7037037037037037,0.04938271604938271,0.4875888514777404,0.08586558173290912,0.04845528392555094,0.11629284564067172
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,30,30,30,353,45,0.7,0.05,0.4881013977995402,0.08578678062584223,0.07709940221659467,0.14200483091787441
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,30,30,30,157,23,0.4,0.025555555555555554,0.35317460317460314,0.04612354505618263,0.09903763371579463,0.09653632478632478
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,30,30,30,150,21,0.4,0.02333333333333333,0.36428571428571427,0.04245114745589129,0.09784936211085636,0.09403632478632479
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,30,30,27,85,16,0.37037037037037035,0.019753086419753086,0.3333333333333333,0.036779081133919846,0.06398771667290186,0.06583333333333334
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_all,40,30,27,196,59,1.0,0.05462962962962963,0.9281440781440781,0.09587103513215703,0.20474311021425956,0.5967587796291499
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_orphan,40,30,7,13,7,1.0,0.025,1.0,0.04878048780487806,0.5714285714285714,1.0
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,40,30,27,183,59,1.0,0.05462962962962963,0.9199430199430199,0.09584485082820632,0.22117462109021488,0.5967587796291499
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,40,30,27,281,44,0.7407407407407407,0.040740740740740744,0.5561073699962589,0.07385268190629468,0.050577361727578145,0.11748758877089872
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,40,30,30,353,51,0.7333333333333333,0.0425,0.5336050608032032,0.07587106392891158,0.07899078950715052,0.1430800997350787
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,40,30,30,157,26,0.4,0.021666666666666667,0.37380952380952376,0.039825577259351895,0.10135678107170669,0.09653632478632478
