method,method_family,filter_variant,dataset,source_model,scenario,evaluation,k,requirements_total,requirements_with_ground_truth,ground_truth_links_total,correctly_retrieved_links,requirement_hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,10,36,30,92,13,0.36666666666666664,0.043333333333333335,0.3222222222222222,0.0749028749028749,0.09055555555555556,0.10587301587301587
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,20,36,30,172,64,0.9333333333333333,0.10666666666666667,0.8138862988862989,0.16977852293448545,0.3288314870564428,0.7224537037037037
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,20,36,1,1,1,1.0,0.05,1.0,0.09523809523809523,0.5,0.5
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,20,36,30,171,64,0.9333333333333333,0.10666666666666667,0.8132802382802383,0.16974887134071226,0.3295674177923736,0.7224537037037037
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,20,36,30,264,54,0.9,0.09000000000000001,0.5771971084471085,0.1457612280898767,0.12485229255178945,0.3903390420495684
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,20,36,36,357,66,0.8333333333333334,0.09166666666666667,0.4773531609944313,0.14003674086855744,0.10370073146007314,0.3343664295418681
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,20,36,36,185,38,0.6388888888888888,0.052777777777777785,0.4366680590364801,0.08735559841840035,0.09413241534416181,0.11431472199016057
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,20,36,33,171,34,0.6060606060606061,0.05151515151515152,0.4424546214019898,0.08482113114524181,0.09724658553818774,0.11463000936685147
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,20,36,30,92,23,0.6333333333333333,0.03833333333333334,0.4734126984126984,0.06896204975915121,0.1024406457739791,0.12325396825396824
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,30,36,30,172,79,0.9666666666666667,0.08777777777777777,0.922014652014652,0.14800373456684593,0.34172164512137115,0.7238425925925926
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,30,36,1,1,1,1.0,0.03333333333333333,1.0,0.06451612903225806,0.5,0.5
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,30,36,30,171,79,0.9666666666666667,0.08777777777777777,0.922014652014652,0.14800373456684593,0.3425649188800054,0.7238425925925926
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,30,36,30,264,69,0.9333333333333333,0.07666666666666666,0.6210325785325785,0.12736265829079188,0.1284724318725715,0.3917883174118872
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,30,36,36,357,83,0.8611111111111112,0.07685185185185185,0.5159963590157584,0.12249050245869804,0.10766119117138379,0.33557415901046717
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,30,36,36,185,49,0.7222222222222222,0.045370370370370366,0.5393255866940078,0.07908465570950116,0.10169562440328958,0.11754868193326597
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,30,36,33,171,41,0.696969696969697,0.04141414141414142,0.5104331075622941,0.07174836373353238,0.10155916142043334,0.11820458571504101
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,30,36,30,92,31,0.7333333333333333,0.03444444444444444,0.5804112554112554,0.06317059624639344,0.10955241134751378,0.1271347201856947
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,40,36,30,172,86,0.9666666666666667,0.07166666666666667,0.9566666666666667,0.12441327092091667,0.34723310959136094,0.7238425925925926
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,40,36,1,1,1,1.0,0.025,1.0,0.04878048780487806,0.5,0.5
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,40,36,30,171,86,0.9666666666666667,0.07166666666666667,0.9566666666666667,0.12441327092091667,0.3480763833499952,0.7238425925925926
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,40,36,30,264,81,0.9666666666666667,0.06749999999999999,0.6838149350649351,0.11568759311101083,0.13399444515765296,0.3928635862290915
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,40,36,36,357,97,0.9166666666666666,0.06736111111111111,0.601648322792722,0.11247015976618793,0.11316184331826218,0.3373662737058077
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,40,36,36,185,58,0.7222222222222222,0.04027777777777777,0.591210349105086,0.07135659815252411,0.10588082995212172,0.11754868193326597
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,40,36,33,171,50,0.696969696969697,0.03787878787878788,0.5728066723282035,0.06673461834009398,0.1063664237758944,0.11820458571504101
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,40,36,30,92,36,0.7333333333333333,0.030000000000000002,0.6326479076479077,0.05579492242191717,0.11294913870257449,0.1271347201856947
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,50,36,30,172,86,0.9666666666666667,0.05733333333333333,0.9566666666666667,0.10207773753262118,0.34723310959136094,0.7238425925925926
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,50,36,1,1,1,1.0,0.02,1.0,0.0392156862745098,0.5,0.5
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,50,36,30,171,86,0.9666666666666667,0.05733333333333333,0.9566666666666667,0.10207773753262118,0.3480763833499952,0.7238425925925926
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,50,36,30,264,93,0.9666666666666667,0.062000000000000006,0.7215743978243978,0.10740263630768605,0.13756976315633831,0.3928635862290915
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,50,36,36,357,113,0.9166666666666666,0.06277777777777778,0.6391883970010274,0.10630186102020983,0.1169040864186554,0.3373662737058077
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,50,36,36,185,67,0.7222222222222222,0.037222222222222226,0.6306713754082175,0.06688226647176111,0.10952236594569069,0.11754868193326597
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,50,36,33,171,58,0.7272727272727273,0.03515151515151515,0.627399076202904,0.06286676959226177,0.10967708458194791,0.1188493310406374
Qwen3 0.6B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,50,36,30,92,43,0.7333333333333333,0.028666666666666667,0.6734848484848485,0.05338139752285732,0.11658361634921019,0.1271347201856947
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,1,30,30,137,18,0.6,0.6,0.3953601953601954,0.44555759055759053,0.6,0.6
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,1,30,7,32,4,0.5714285714285714,0.5714285714285714,0.30476190476190473,0.373015873015873,0.5714285714285714,0.5714285714285714
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,1,30,30,105,17,0.5666666666666667,0.5666666666666667,0.3994871794871795,0.44685185185185183,0.5666666666666667,0.5666666666666667
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,1,30,30,200,12,0.4,0.4,0.09321937321937321,0.14015143897496837,0.4,0.4
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,1,30,30,243,12,0.4,0.4,0.08926434676434676,0.1353702941938236,0.4,0.4
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,1,30,30,106,9,0.3,0.3,0.14,0.17777777777777776,0.3,0.3
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,1,30,27,83,3,0.1111111111111111,0.1111111111111111,0.08148148148148149,0.08641975308641976,0.1111111111111111,0.1111111111111111
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,1,30,30,63,8,0.26666666666666666,0.26666666666666666,0.14444444444444443,0.17777777777777776,0.26666666666666666,0.26666666666666666
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,5,30,30,137,43,0.8666666666666667,0.2866666666666667,0.7591719391719391,0.38607251590583297,0.44855555555555554,0.7177777777777778
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,5,30,7,32,9,0.7142857142857143,0.2571428571428572,0.7142857142857143,0.37414965986394566,0.23690476190476192,0.6428571428571429
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,5,30,30,105,41,0.8666666666666667,0.2733333333333334,0.7597779997779999,0.37075505558837263,0.4618888888888889,0.7011111111111111
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,5,30,30,200,35,0.6,0.23333333333333334,0.35594118844118844,0.2602655121760182,0.21488888888888888,0.4805555555555555
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,5,30,30,243,37,0.6333333333333333,0.24666666666666667,0.35360653235653233,0.26627575391760316,0.22164814814814815,0.49166666666666664
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,5,30,30,106,13,0.4,0.08666666666666667,0.17365079365079367,0.1066955266955267,0.15722222222222224,0.33611111111111114
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,5,30,27,83,6,0.18518518518518517,0.04444444444444445,0.11358024691358025,0.05682219015552349,0.09691358024691359,0.13271604938271606
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,5,30,30,63,9,0.3,0.060000000000000005,0.15,0.08066378066378067,0.14777777777777779,0.2833333333333333
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,10,30,30,137,53,0.8666666666666667,0.17666666666666667,0.8146464646464646,0.27078489143706536,0.4251642101284958,0.7177777777777778
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,10,30,7,32,9,0.7142857142857143,0.1285714285714286,0.7142857142857143,0.21645021645021648,0.228968253968254,0.6428571428571429
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,10,30,30,105,51,0.8666666666666667,0.17,0.8155555555555555,0.2611600718122457,0.46140759637188206,0.7011111111111111
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,10,30,30,200,44,0.6333333333333333,0.14666666666666667,0.40055352055352056,0.19894420937747398,0.16017879188712522,0.4838888888888889
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,10,30,30,243,50,0.7,0.16666666666666666,0.4182188644688645,0.21950467778840965,0.16803703703703704,0.49916666666666665
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,10,30,30,106,22,0.4666666666666667,0.07333333333333333,0.22682539682539682,0.10314936697289638,0.17100907029478457,0.3458333333333333
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,10,30,27,83,12,0.25925925925925924,0.04444444444444445,0.16296296296296298,0.06431593098259765,0.10894694297472075,0.1419753086419753
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,10,30,30,63,12,0.3333333333333333,0.04,0.16944444444444443,0.06100704850704851,0.15205026455026455,0.28888888888888886
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,20,30,30,137,60,0.9666666666666667,0.1,0.9454545454545454,0.1729421583559031,0.4304691902361075,0.7253418803418803
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,20,30,7,32,11,0.8571428571428571,0.07857142857142858,0.8571428571428571,0.14347557204700062,0.23420111634397348,0.6538461538461539
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,20,30,30,105,58,0.9666666666666667,0.09666666666666666,0.9466666666666667,0.16745689093515181,0.46887154567793665,0.7086752136752137
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,20,30,30,200,54,0.7666666666666667,0.09000000000000001,0.4855535205535206,0.14358102482387977,0.1608616348378253,0.49344696969696966
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,20,30,30,243,66,0.8,0.11,0.5114298433048433,0.16978835487043736,0.17562789862601894,0.5059469696969697
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,20,30,30,106,28,0.5333333333333333,0.04666666666666667,0.2911111111111111,0.07630852025054922,0.18037688467199745,0.34958333333333336
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,20,30,27,83,15,0.2962962962962963,0.027777777777777776,0.21851851851851853,0.046734017458655144,0.11476588848664873,0.14429012345679013
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,20,30,30,63,16,0.43333333333333335,0.02666666666666667,0.2777777777777778,0.04677568808003591,0.15996693121693123,0.2954166666666667
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,30,30,30,137,63,1.0,0.07,0.9848484848484849,0.12590789063402105,0.4329233293281777,0.7264913056292367
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,30,30,7,32,11,0.8571428571428571,0.052380952380952375,0.8571428571428571,0.09850230414746543,0.23420111634397348,0.6538461538461539
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,30,30,30,105,61,1.0,0.06777777777777777,0.9866666666666667,0.12211953500852932,0.47145615615047815,0.70982463896257
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,30,30,30,200,61,0.8333333333333334,0.06777777777777777,0.5374765974765975,0.1145735599696386,0.16449821412899399,0.495748556998557
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,30,30,30,243,74,0.8333333333333334,0.08222222222222222,0.5479957773707774,0.13556736820000567,0.17992742505235695,0.5071374458874459
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,30,30,30,106,34,0.5333333333333333,0.03777777777777778,0.3292063492063492,0.06531107301268592,0.1874279529006019,0.34958333333333336
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,30,30,27,83,19,0.3333333333333333,0.023456790123456788,0.2833333333333333,0.041721197548205774,0.12034603365012722,0.14605379188712522
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,30,30,30,63,21,0.4666666666666667,0.02333333333333333,0.33611111111111114,0.042144164606213945,0.16562020742274364,0.2965277777777778
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,40,30,30,137,63,1.0,0.0525,0.9848484848484849,0.09676803267564192,0.4329233293281777,0.7264913056292367
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,40,30,7,32,11,0.8571428571428571,0.03928571428571429,0.8571428571428571,0.07499585199933632,0.23420111634397348,0.6538461538461539
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,40,30,30,105,61,1.0,0.050833333333333335,0.9866666666666667,0.09382772159185881,0.47145615615047815,0.70982463896257
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,40,30,30,200,67,0.8666666666666667,0.05583333333333333,0.5852330077330077,0.0978128537211252,0.16875328271281018,0.4967902236652237
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,40,30,30,243,80,0.8666666666666667,0.06666666666666667,0.5768632987382988,0.11437778397377749,0.1839639089800885,0.5081791125541125
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,40,30,30,106,35,0.5666666666666667,0.029166666666666667,0.33753968253968253,0.052186499934000596,0.18768047815312716,0.3505934343434343
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,40,30,27,83,20,0.37037037037037035,0.018518518518518517,0.2925925925925926,0.033846389573479706,0.12062661726404417,0.147176126342793
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,40,30,30,63,22,0.5,0.018333333333333333,0.34444444444444444,0.03388850935769479,0.1658727326752689,0.2975378787878788
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,50,30,30,137,64,1.0,0.042666666666666665,0.9878787878787879,0.07969737836400864,0.43342837983322813,0.7264913056292367
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,50,30,7,32,11,0.8571428571428571,0.03142857142857143,0.8571428571428571,0.060547295841413495,0.23420111634397348,0.6538461538461539
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,50,30,30,105,62,1.0,0.04133333333333333,0.99,0.07731105687450489,0.47201171170603373,0.70982463896257
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,50,30,30,200,72,0.9,0.048,0.6269637769637769,0.0858719985767386,0.17108325829278576,0.4974704957740672
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,50,30,30,243,85,0.9,0.056666666666666664,0.5996357346357346,0.09950529833782322,0.18603878251924774,0.5088593846629561
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,50,30,30,106,38,0.6,0.025333333333333333,0.3875396825396826,0.0464114735383501,0.18944357136545464,0.35136862814188397
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,50,30,27,83,23,0.4074074074074074,0.017037037037037035,0.34814814814814815,0.03174010097181881,0.12258560972218581,0.1480374527855148
Qwen3 0.6B,CE,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,50,30,30,63,25,0.5333333333333333,0.016666666666666666,0.3944444444444445,0.031296140452633237,0.16763582588759637,0.2983130725863284
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_all,1,30,27,196,17,0.6296296296296297,0.6296296296296297,0.4086284086284086,0.46419360366728785,0.6296296296296297,0.6296296296296297
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_orphan,1,30,7,13,0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,1,30,27,183,17,0.6296296296296297,0.6296296296296297,0.4159476326142993,0.4740701468771644,0.6296296296296297,0.6296296296296297
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,1,30,27,281,8,0.2962962962962963,0.2962962962962963,0.10632248410026188,0.14512216178882845,0.2962962962962963,0.2962962962962963
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,1,30,30,353,9,0.3,0.3,0.09769765809239493,0.13605411158042735,0.3,0.3
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,1,30,30,157,3,0.1,0.1,0.024206349206349207,0.03833333333333333,0.1,0.1
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,1,30,30,150,3,0.1,0.1,0.024206349206349207,0.03833333333333333,0.1,0.1
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,1,30,27,85,1,0.037037037037037035,0.037037037037037035,0.012345679012345678,0.018518518518518517,0.037037037037037035,0.037037037037037035
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_all,5,30,27,196,31,0.8518518518518519,0.22962962962962963,0.6919617419617419,0.32171399293910313,0.26037037037037036,0.7141975308641976
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_orphan,5,30,7,13,6,0.8571428571428571,0.17142857142857146,0.8571428571428571,0.2857142857142857,0.20238095238095238,0.40476190476190477
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,5,30,27,183,31,0.8518518518518519,0.22962962962962963,0.6928435761769095,0.322275160166937,0.2631481481481482,0.7141975308641976
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,5,30,27,281,24,0.6296296296296297,0.1777777777777778,0.3967185078296189,0.23258230397820115,0.13473251028806585,0.4228395061728395
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,5,30,30,353,27,0.6333333333333333,0.18000000000000002,0.34927947193139075,0.22015955841477758,0.13792592592592592,0.4305555555555555
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,5,30,30,157,11,0.3333333333333333,0.07333333333333333,0.10119047619047619,0.08333333333333333,0.06083333333333333,0.19
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,5,30,30,150,11,0.3333333333333333,0.07333333333333333,0.10119047619047619,0.08333333333333333,0.06083333333333333,0.19
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,5,30,27,85,7,0.25925925925925924,0.05185185185185186,0.10185185185185185,0.06775426219870664,0.04506172839506172,0.11851851851851852
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_all,10,30,27,196,39,0.8518518518518519,0.14444444444444446,0.7525030525030525,0.22517799722616433,0.236462794994541,0.7141975308641976
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_orphan,10,30,7,13,7,1.0,0.1,1.0,0.18181818181818182,0.2227891156462585,0.4251700680272109
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,10,30,27,183,39,0.8518518518518519,0.14444444444444446,0.7507393840727175,0.22499993454810166,0.252558369026623,0.7141975308641976
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,10,30,27,281,34,0.6666666666666666,0.1259259259259259,0.44499291860402973,0.18647326981544257,0.09419924554183813,0.42901234567901236
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,10,30,30,353,40,0.6666666666666666,0.13333333333333333,0.40428300869963335,0.18811290279465104,0.10041534391534392,0.4361111111111111
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,10,30,30,157,16,0.36666666666666664,0.05333333333333334,0.14126984126984127,0.07575953458306399,0.06828325774754346,0.19555555555555554
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,10,30,30,150,15,0.36666666666666664,0.05,0.15238095238095237,0.0715637303872598,0.06754251700680272,0.19333333333333333
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,10,30,27,85,9,0.2962962962962963,0.03333333333333333,0.12654320987654322,0.05229955229955229,0.04958847736625514,0.12469135802469136
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_all,20,30,27,196,52,0.9259259259259259,0.0962962962962963,0.8331230497897165,0.15937776176022117,0.24160729610119014,0.7193415637860082
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_orphan,20,30,7,13,7,1.0,0.05,1.0,0.09523809523809523,0.2227891156462585,0.4251700680272109
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,20,30,27,183,52,0.9259259259259259,0.0962962962962963,0.8322412155745489,0.15933769284168126,0.25783514526554724,0.7193415637860082
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,20,30,27,281,43,0.8148148148148148,0.07962962962962962,0.523193976805088,0.13276253399729404,0.09612945252923467,0.43890704429920113
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,20,30,30,353,51,0.7333333333333333,0.08499999999999999,0.45437465602506283,0.1362608692459911,0.10323101832932063,0.4409722222222222
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_all_resolved,20,30,30,157,20,0.4666666666666667,0.03333333333333333,0.20436507936507936,0.05562787990324223,0.07316960556152284,0.2014766081871345
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_functional_resolved,20,30,30,150,19,0.4666666666666667,0.03166666666666667,0.2154761904761905,0.05300538162857004,0.0724288648207821,0.1992543859649123
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,widgets_linked_resolved,20,30,27,85,12,0.4074074074074074,0.022222222222222227,0.19444444444444445,0.039405441579354626,0.05371047216807451,0.1312703053931124
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_all,30,30,27,196,57,0.9259259259259259,0.07037037037037036,0.8816239316239317,0.12191827636089375,0.2449224450271051,0.7193415637860082
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_orphan,30,30,7,13,7,1.0,0.03333333333333333,1.0,0.06451612903225806,0.2227891156462585,0.4251700680272109
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,actions_with_linked_widget,30,30,27,183,57,0.9259259259259259,0.07037037037037036,0.8816239316239317,0.12191827636089375,0.2613182626133989,0.7193415637860082
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_linked_widgets,30,30,27,281,51,0.8518518518518519,0.06296296296296296,0.6015273101384212,0.1094942068273298,0.09964225488462962,0.44038852578068266
Qwen3 0.6B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,combined_actions_and_widgets,30,30,30,353,60,0.7666666666666667,0.06666666666666667,0.512861001980449,0.11243976959289706,0.10725256484181996,0.44230555555555556
